lib_name,lib_address,latitude,longitude,lib_name_survey,lib_address_survey,broadband,wifi,down_open,upload_open,down_midday,upload_midday,down_close,upload_close,avg_down_speed,avg_up_speed
Paw Paw Public Library District,"362 Chicago Road Paw Paw, IL 61353-0362",41.6888248,-88.9824807,Paw Paw Public Library District,"362 Chicago Road, PO Box 371, Paw Paw, Il 61353",Yes,Yes,,,,,,,,
Pawnee Public Library,"613 Douglas Street Pawnee, IL 62558-0229",39.5921271,-89.58096479999999,,,,,,,,,,,,
Paxton Carnegie Library,"254 South Market Street Paxton, IL 60957-1452",40.4589253,-88.09858589999999,,,,,,,,,,,,
Pearl City Public Library District,"221 South Main Street Pearl City, IL 61062-0158",42.2647145,-89.82586359999999,,,,,,,,,,,,
Pecatonica Public Library District,"400 West Eleventh Street Pecatonica, IL 61063-9173",42.3054138,-89.36366590000002,,,,,,,,,,,,
Pekin Public Library,"301 South Fourth Street Pekin, IL 61554-4219",40.567244,-89.6484766,,,,,,,,,,,,
Pembroke Public Library District,"13130 East Central Road Hopkins Park, IL 60958-0574",41.0664414,-87.61744879999999,,,,,,,,,,,,
Peoria Heights Public Library,"816 East Glen Avenue Peoria Heights, IL 61616-6507",40.74590449999999,-89.5807806,,,,,,,,,,,,
Peoria Public Library,"107 Northeast Monroe Street Peoria, IL 61602-1070",40.6952986,-89.59260189999999,,,,,,,,,,,,
Lakeview Branch Library,"1137 West Lake Avenue Peoria, IL 61614-5935",40.7409456,-89.6118473,,,,,,,,,,,,
Lincoln Branch Library,"1312 West Lincoln Avenue Peoria, IL 61605-1976",40.6804301,-89.61434919999999,,,,,,,,,,,,
McClure Branch,"315 West McClure Avenue Peoria, IL 61604-3556",40.7179128,-89.59813899999999,Peoria Public Library,"315 W. McClure Ave. Peoria, IL 61604",Yes,Yes,42.0,57.0,55.0,51.0,50.0,48.0,49.0,52.0
North Branch,"3001 West Grand Parkway Peoria, IL 61615",40.8005448,-89.6390656,,,,,,,,,,,,
Peotone Public Library District,"515 North First Street Peotone, IL 60468-8975",41.3383612,-87.7919344,,,,,,,,,,,,
Peru Public Library,"1409 Eleventh Street Peru, IL 61354-2376",41.33433350000001,-89.1243288,,,,,,,,,,,,
Petersburg Public Library,"220 South Sixth Street Petersburg, IL 62675-1553",40.009722,-89.8478315,,,,,,,,,,,,
Philo Public Library District,"115 East Washington Street Philo, IL 61864-0199",40.00668400000001,-88.1569268,,,,,,,,,,,,
Barack Obama Learning Center,"15500 Eighth Avenue Phoenix, IL 60426-2578",41.6075651,-87.6268904,,,,,,,,,,,,
Pinckneyville Public Library,"312 South Walnut Street Pinckneyville, IL 62274-1343",38.0769644,-89.3827108,,,,,,,,,,,,
Piper City Public Library District,"39 West Main Street Piper City, IL 60959-0248",40.7590404,-88.1914182,,,,,,,,,,,,
Pittsfield Public Library,"205 North Memorial Street Pittsfield, IL 62363-1406",39.6081408,-90.8078733,,,,,,,,,,,,
Plainfield Area Public Library,"15025 S. Illinois Street Plainfield, IL 60544",41.609178,-88.2033534,,,,,,,,,,,,
Plano Community Library District,"15 W. North Street Plano, IL 60545-1444",41.6631831,-88.53814009999999,,,,,,,,,,,,
Polo Public Library District,"302 West Mason Street Polo, IL 61064-1417",41.9864602,-89.58050449999999,,,,,,,,,,,,
Pontiac Public Library,"211 East Madison Street Pontiac, IL 61764-2088",40.8805406,-88.627226,Pontiac Public Library,"211 E. Madison St. Pontiac, IL 61764",Yes,Yes,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
Poplar Creek Public Library District(Primary Building),"1405 South Park Avenue Streamwood, IL 60107-2939",42.0087433,-88.1745019,,,,,,,,,,,,
Sonya Crawshaw Branch,"4300 Audrey Lane Hanover Park, IL 60133-6757",41.9514544,-88.1623491,Poplar Creek Public Library District,"4300 Audrey Ln., Hanover Park, IL 60133",Yes,Yes,227.0,44.0,232.0,44.0,228.0,40.0,229.0,42.666666666666664
Posen Public Library District,"2440 Walter Zimny Drive Posen, IL 60469-1395",41.6266057,-87.68078129999999,,,,,,,,,,,,
Potomac Public Library District,"110 East State Street Potomac, IL 61865-9723",40.3051091,-87.7998324,,,,,,,,,,,,
Prairie Creek Public Library District,"501 Carriage House Lane Dwight, IL 60420-1340",41.0893796,-88.4282341,,,,,,,,,,,,
Ashland Library,"125 West Editor Street Ashland, IL 62612-0498",39.8888863,-90.0078328,Prairie Skies Public Library District,125 W Editor St,Yes,Yes,42.0,5.0,42.0,5.0,46.0,5.0,43.333333333333336,5.0
Prairie Trails Public Library District,"8449 Moody Avenue Burbank, IL 60459-2525",41.7386061,-87.77348909999999,,,,,,,,,,,,
Princeton Public Library,"698 East Peru Street Princeton, IL 61356-1852",41.3699114,-89.451393,Princeton Public Library,698 E. Peru St.,,,,,,,,,,
Prospect Heights Public Library District,"12 N. Elm Street Prospect Heights, IL 60070",42.0674775,-87.9329885,,,,,,,,,,,,
Putnam County Public Library District Headquarters,"214 North Fourth Street Hennepin, IL 61327-0199",41.25425509999999,-89.3421671,,,,,,,,,,,,
Granville Branch,"212 South McCoy Street Granville, IL 61326-0495",41.2615509,-89.2284352,,,,,,,,,,,,
Magnolia Branch,"114 North Chicago Street Magnolia, IL 61336-9682",41.1129719,-89.1947928,,,,,,,,,,,,
McNabb Branch,"433 West Main Street McNabb, IL 61335-0135",41.1770383,-89.2103503,,,,,,,,,,,,
Putnam (Condit) Branch,"105 North Center Street Putnam, IL 61560-0004",41.1815355,-89.3961028,,,,,,,,,,,,
Standard Branch,"121 First Street Standard, IL 61363-0114",41.256985,-89.1824673,,,,,,,,,,,,
Quincy Public Library,"526 Jersey St Quincy, IL 62301",39.9298011,-91.4073146,,,,,,,,,,,,
Ramsey Public Library,"401 South Superior Street Ramsey, IL 62080-0128",39.1409723,-89.1086708,Ramsey Public Library,401 S Superior St Ramsey,No,Yes,16.0,2.0,16.0,2.0,16.0,2.0,16.0,2.0
Ransom Memorial Public Library,"110 East Main Street Altona, IL 61414-0082",41.11461440000001,-90.1636535,Ransom Memorial Public Library,"110 E. Main St. Altona, IL. 61414",Yes,Yes,51.0,25.0,52.0,50.0,51.0,52.0,51.333333333333336,42.333333333333336
Rantoul Public Library,"106 West Flessner Avenue Rantoul, IL 61866-3602",40.294361,-88.15970840000001,,,,,,,,,,,,
Raymond A Sapp Memorial Township Library,"103 East Main Street Wyanet, IL 61379-0023",41.3650989,-89.583395,,,,,,,,,,,,
Red Bud Public Library,"925 South Main Street Red Bud, IL 62278-1345",38.2031348,-89.99442619999999,Red Bud Public Library,"925 South Main Street, Red Bud, IL  62278",Yes,Yes,70.0,78.0,70.0,77.0,70.0,80.0,70.0,78.33333333333333
Reddick Public Library District,"1010 Canal Street Ottawa, IL 61350-4899",41.3504468,-88.8455626,Reddick Public Library District,"1010 Canal Street, Ottawa, IL, 61350",Yes,Yes,42.0,17.0,39.0,16.0,43.0,17.0,41.333333333333336,16.666666666666668
Richard A. Mautino Memorial Library,"215 East Cleveland Street Spring Valley, IL 61362-2135",41.3263212,-89.1971909,,,,,,,,,,,,
Richton Park Public Library District,"22310 Latonia Lane Richton Park, IL 60471-1239",41.4829681,-87.7258335,Richton Park Public Library District,"22310 Latonia Lane, Richton Park, IL 60471",Yes,Yes,92.0,24.0,91.0,23.0,80.0,22.0,87.66666666666667,23.0
Rick Warren Memorial Public Library District,"114 South Fourth Street Elkville, IL 62932-1097",37.9075876,-89.2354051,,,,,,,,,,,,
River East Public Library,"813 West Illinois Route 120 McHenry, IL 60051-3268",42.3346118,-88.213796,,,,,,,,,,,,
River Forest Public Library,"735 Lathrop Avenue River Forest, IL 60305-1838",41.89314359999999,-87.81432749999999,River Forest Public Library,"735 Lathrop Avenue, River Forest IL 60305",,,,,,,,,,
River Grove Public Library District,"8638 Grand Avenue River Grove, IL 60171-1207",41.9298391,-87.8420635,,,,,,,,,,,,
River Valley District Library,"214 South Main Street Port Byron, IL 61275-0010",41.6049421,-90.3359028,,,,,,,,,,,,
Riverdale Public Library District,"208 West 144th Street Riverdale, IL 60827-2733",41.6331367,-87.62737179999999,,,,,,,,,,,,
Riverside Public Library,"Riverside Public Library, Riverside, IL 60546",41.8261764,-87.81928239999999,,,,,,,,,,,,
Riverton Village Library,"1200 East Riverton Road Riverton, IL 62561-8200",39.8595241,-89.531471,Riverton Village library,"1200 Riverton Road, Riverton, Illionis, 62561",Yes,Yes,93.0,94.0,93.0,94.0,94.0,94.0,93.33333333333333,94.0
Robert R. Jones Public Library District,"900 First Street Coal Valley, IL 61240-0190",41.4429571,-90.4616218,,,,,,,,,,,,
Robert W. Rowe Public Library District,"120 East Si Johnson Avenue Sheridan, IL 60551-0358",41.5302333,-88.67939830000002,Robert W. Rowe Public Library,120 E Si Johnson Ave.,Yes,Yes,70.0,10.0,70.0,10.0,68.0,10.0,69.33333333333333,10.0
Robinson Public Library District,"606 North Jefferson Street Robinson, IL 62454-2665",39.0105483,-87.7376531,,,,,,,,,,,,
Hutsonville Public Library,"101 South Main Street Hutsonville, IL 62433-0008",39.109339,-87.656668,,,,,,,,,,,,
Oblong Public Library Branch,"110 East Main Street Oblong, IL 62449-1411",39.0016497,-87.90840670000001,Robinson Public Library District,"110 E. Main Street, Oblong, IL 62449-1411",Yes,Yes,27.0,6.0,27.0,6.0,28.0,6.0,27.333333333333332,6.0
Susie Wesley Memorial Library,"104 South Central Avenue Flat Rock, IL 62427-0185",38.9008825,-87.6747178,,,,,,,,,,,,
Rochester Public Library District,"1 Community Drive Rochester, IL 62563-0617",39.7447304,-89.52653939999999,,,,,,,,,,,,
Rock Falls Public Library District,"1007 Seventh Avenue Rock Falls, IL 61071-2831",41.7722994,-89.6971174,,,,,,,,,,,,
Southwest Library,"9010 Ridgewood Road Rock Island, IL 61201",41.4293561,-90.5949125,,,,,,,,,,,,
Watts-Midtown Library,"2715 30th Street  Rock Island, IL 61201-5545",41.4818974,-90.5566127,,,,,,,,,,,,
Rock River Library District,"Silvis Public Library Silvis, IL 61282-1146",41.5122485,-90.4167433,,,,,,,,,,,,
Rockford Public LibraryHart Interim (Primary Building),"214 North Church Street Rockford, IL 61101-1023",42.273424,-89.0949777,,,,,,,,,,,,
East Branch Library,"6685 East State Street Rockford, IL 61108-2543",42.2677561,-88.9856909,Rockford Public Library,6685 East State Street,Yes,Yes,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Montague Branch Library,"1238 South Winnebago Street Rockford, IL 61102-2944",42.25977049999999,-89.1048567,Rockford Public,"1238 S. Winnebago Street Rockford, IL 61102",Yes,Yes,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Nordlof Center,"118 North Main Street Rockford, IL 61101-1102",42.2718552,-89.0945241,,,,,,,,,,,,
Rolling Meadows Library,"3110 Martin Lane Rolling Meadows, IL 60008-2623",42.0765229,-88.02136589999999,,,,,,,,,,,,
Roodhouse Public Library,"220 West Franklin Street Roodhouse, IL 62082-1412",39.4822287,-90.3723895,,,,,,,,,,,,
Roselle Public Library District,"40 South Park Street Roselle, IL 60172-2020",41.9823847,-88.0764178,Roselle Public Library District,"40 S Park Street Roselle, IL 60172",Yes,Yes,47.0,31.0,45.0,29.0,47.0,31.0,46.333333333333336,30.333333333333332
Rosiclare Memorial Public Library,"308 Main Street Rosiclare, IL 62982-0010",37.4197397,-88.3449697,Rosiclare Memorial Public Library,"308 Main Street, Rosiclare, IL  62982",Yes,Yes,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Round Lake Area Public Library District,"906 Hart Road Round Lake, IL 60073-3700",42.35772739999999,-88.10587319999999,,,,,,,,,,,,
Main Building,"200 North Central Avenue Roxana, IL 62084-1102",38.8488271,-90.0793236,Roxana Public Library District,"200 North Central Avenue Roxana, IL 62084",Yes,Yes,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Royalton Public Library District,"305 South Dean Street Royalton, IL 62983-0460",37.8778223,-89.11522339999999,,,,,,,,,,,,
Rural Woodstock Public Library District,"414 West Judd Street Woodstock, IL 60098-3131",42.3159172,-88.4523292,,,,,,,,,,,,
Rushville Public Library,"514 Maple Avenue Rushville, IL 62681-1044",40.1258561,-90.5659374,,,,,,,,,,,,
Saint Charles Public Library District,"1 S. 6th Avenue St. Charles, IL 60174",41.91407520000001,-88.30799239999999,,,,,,,,,,,,
Saint Elmo Public Library District,"311 West Cumberland Road Saint Elmo, IL 62458-1430",39.0225766,-88.8515403,,,,,,,,,,,,
Beecher City Branch Library,"1358 E State Highway 33 Beecher City, IL 62414",39.187747,-88.780505,,,,,,,,,,,,
Brownstown Branch Library,"120 East Main Street Brownstown, IL 62418",38.9963834,-88.9535927,,,,,,,,,,,,
Saint Joseph Township-Swearingen Memorial Library,"201 North Third Street Saint Joseph, IL 61873-0259",40.112564,-88.04077900000001,St. Joseph Township-Swearingen Memorial Library,"201 N. Third, St. Joseph, IL 61873",Yes,Yes,47.0,45.0,43.0,43.0,,,45.0,44.0
Salem Township Public Library District,"102 North Burson Street Yates City, IL 61572-0019",40.7788987,-90.0125358,,,,,,,,,,,,
Sallie Logan Public Library,"1808 Walnut Street Murphysboro, IL 62966-1908",37.7646648,-89.3428895,Sallie Logan Public Library,"1808 Walnut St. Murphysboro, IL 62966",Yes,Yes,55.0,60.0,,,,,55.0,60.0
Sandwich Public Library District,"925 South Main Street Sandwich, IL 60548-2304",41.6379387,-88.6230042,Sandwich Public Library District,"925 S. Main St., Sandwich, IL 60548",,,,,,,,,,
Savanna Public Library District,"326 Third Street Savanna, IL 61074",42.0944204,-90.1550944,,,,,,,,,,,,
Schaumburg Township District Library(Primary Building),"130 South Roselle Road Schaumburg, IL 60193-1647",42.0255993,-88.0832214,Schaumburg Township District Library,"130 S. Roselle Rd., Schaumburg, IL 60193",Yes,Yes,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Hanover Park Branch Library,"1266 Irving Park Road Hanover Park, IL 60133",42.0048095,-88.1386474,,,,,,,,,,,,
Hoffman Estates Branch Library,"1550 Hassell Road Hoffman Estates, IL 60169",42.0631087,-88.1183384,,,,,,,,,,,,
Schiller Park Public Library,"4200 Old River Road Schiller Park, IL 60176-1630",41.9556631,-87.8610467,Schiller Park Public Library,"4200 Old River Road, Schiller Park, IL 60176",Yes,Yes,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Schmaling Memorial Public Library District,"501 Tenth Avenue Fulton, IL 61252-0125",41.8674484,-90.1643124,,,,,,,,,,,,
Selby Township Library District,"101 Depot Street Depue, IL 61322-0049",41.3250863,-89.30595799999999,,,,,,,,,,,,
Seneca Public Library District,"210 North Main Street Seneca, IL 61360-9318",41.3142785,-88.6095821,,,,,,,,,,,,
Sesser Public Library,"303 West Franklin Street Sesser, IL 62884-0538",38.0915534,-89.0530812,Sesser Public Library,303 West Franklin st. Sesser IL 62884,Yes,Yes,300.0,50.0,300.0,50.0,300.0,50.0,300.0,50.0
Shawneetown Public Library,"320 North Lincoln Avenue East Shawneetown, IL 62984-0972",37.71797,-88.18595309999999,,,,,,,,,,,,
Sheffield Public Library,"136 East Cook Street Sheffield, IL 61361-9765",41.3566404,-89.7362169,Sheffield Illinois Public Library,"136 E Cook St, Sheffield IL, 61361",Yes,Yes,15.0,,16.0,1.0,16.0,1.0,15.666666666666666,1.0
Shelbyville Public Library,"Shelbyville Public Library Shelbyville, IL 62565",39.407531,-88.79412839999999,,,,,,,,,,,,
Sheldon Public Library District,"125 North Fifth Street Sheldon, IL 60966-8143",40.7705825,-87.562103,Sheldon Public Library District,"125 N 5th Street, Sheldon IL 60966",Yes,Yes,65.0,12.0,65.0,12.0,65.0,12.0,65.0,12.0
Sherman Public Library District,"2100 East Andrew Road Sherman, IL 62684-9676",39.8956458,-89.6143135,Sherman Public Library District,2100 E. Andrew Road,Yes,Yes,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333
Sherrard Public Library District,"501 3rd Street Sherrard, IL 61281-0345",41.3190154,-90.5073757,Sherrard Public Library District,501 3rd St Sherrard IL 61281,Yes,Yes,67.0,11.0,64.0,1.0,65.0,1.0,65.33333333333333,4.333333333333333
Shorewood-Troy Public Library District,"650 Deerwood Drive Shorewood, IL 60404-8624",41.5240681,-88.20472140000001,,,,,,,,,,,,
Sidell District Library,"101 East Market Street Sidell, IL 61876-0019",39.9105339,-87.8224485,,,,,,,,,,,,
Sidney Community Library,"217 South David Street Sidney, IL 61877-0395",40.0242264,-88.0736817,,,,,,,,,,,,
Niedringhaus Building,"2001 Delmar Avenue Granite City, IL 62040-4534",38.7024729,-90.1498571,,,,,,,,,,,,
Johnson Road,"2145 Johnson Road Granite City, IL 62040",38.7234703,-90.1102064,Six Mile Regional Library District,"2145 Johnson Road, Granite City, IL 62040",Yes,Yes,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Skokie Public Library,"5215 Oakton Street Skokie, IL 60077-3634",42.0258969,-87.75803549999999,Skokie Public Library,"5215 Oakton St, Skokie, IL 60077",Yes,Yes,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Smithton Public Library District,"109 South Main Street Smithton, IL 62285-0098",38.4077019,-89.9928959,Smithton Public Library District,109 S Main St Smithton IL 62285,Yes,Yes,72.0,8.0,72.0,7.0,72.0,8.0,72.0,7.666666666666667
Somonauk Public Library District,"700 East LaSalle Street Somonauk, IL 60552-9527",41.6313515,-88.67258369999999,Somonauk Public Library District,700 E. LaSalle St.,,,,,,,,,,
South Beloit Public Library,"630 Blackhawk Blvd South Beloit, IL 61080",42.4881243,-89.0396976,South Beloit Public Library,"630 Blackhawk Blvd, South Beloit, IL 61080",Yes,Yes,101.0,7.0,104.0,7.0,95.0,7.0,100.0,7.0
South County Public Library District,"106 West Main Street Brussels, IL 62013-0093",38.9531071,-90.6024337,,,,,,,,,,,,
South Holland Public Library,"16250 Wausau Avenue South Holland, IL 60473-2152",41.5992895,-87.6107227,,,,,,,,,,,,
South Macon Public Library District,"451 West Glenn Street Macon, IL 62544-0288",39.7071893,-89.0066171,South Macon Public Library,"451 West Glenn St, Macon, IL  62544",No,Yes,167.0,15.0,161.0,16.0,165.0,16.0,164.33333333333334,15.666666666666666
South Pekin Public Library,"208 West Main Street South Pekin, IL 61564-0490",40.4942792,-89.6543219,,,,,,,,,,,,
Sparta Public Library,"211 West Broadway Street Sparta, IL 62286-1634",38.122961,-89.70501019999999,Sparta Public Library,"211 W. Broadway, Sparta, Illinois 62286",Yes,Yes,200.0,40.0,145.0,44.0,64.0,41.0,136.33333333333334,41.666666666666664
Spoon River Library District,"201 South Third Street Cuba, IL 61427-0140",40.4919964,-90.1960801,,,,,,,,,,,,
Staunton Public Library,"306 West Main Street Staunton, IL 62088-2131",39.0115228,-89.7897899,Staunton Public Library,"306 W Main Street, Staunton, IL 62088",Yes,Yes,,,,,,,,
Steeleville Area Public Library District,"625 South Sparta Street Steeleville, IL 62288-2147",38.0010099,-89.6592465,Steeleville Area Public Library District,"625 S. Sparta Street, Steeleville, IL 62288",Yes,Yes,,,,,,,,
Steger-South Chicago Heights Public Library District,"54 East 31st Street Steger, IL 60475-1136",41.4749659,-87.6339421,,,,,,,,,,,,
Sterling Public Library,"102 West Third Street Sterling, IL 61081-3505",41.7892445,-89.6978517,,,,,,,,,,,,
Stickney-Forest View Public Library District,"6800 West 43rd Street Stickney, IL 60402-4400",41.8144837,-87.792722,,,,,,,,,,,,
Stinson Memorial Public Library District,"409 South Main Street Anna, IL 62906-1211",37.4582989,-89.2518245,,,,,,,,,,,,
Cobden Branch Library,"100 South Front Street Cobden, IL 62920",37.5325063,-89.253433,Stinson Memorial Public Library District,"100 Front St. Cobden, Il 62920",Yes,Yes,60.0,12.0,67.0,12.0,66.0,12.0,64.33333333333333,12.0
Wolf Lake Branch Library,"4720 North State Route 3 Wolf Lake, IL 62998-0083",37.5046218,-89.43740729999999,,,,,,,,,,,,
Stockton Township Public Library,"140 West Benton Street Stockton, IL 61085-1312",42.3505996,-90.0083428,Stockton Township Public Library,140 West Benton Ave,Yes,Yes,10.0,1.0,,,,,10.0,1.0
Stonington Township Public Library,"500 East North Street Stonington, IL 62567-9700",39.6396024,-89.1833954,Stonington Township Library,"500 East North Street Stonington, IL  62567",Yes,Yes,110.0,91.0,110.0,89.0,109.0,88.0,109.66666666666667,89.33333333333333
Streator Public Library,"130 South Park Street Streator, IL 61364-2954",41.1196746,-88.8345155,,,,,,,,,,,,
Sugar Grove Public Library District,"125 South Municipal Drive Sugar Grove, IL 60554-6903",41.7622177,-88.45696699999999,,,,,,,,,,,,
Summit Public Library District,"6233 South Archer Road Summit, IL 60501-1718",41.778389,-87.81314929999999,,,,,,,,,,,,
Sumpter Township Library,"148 Courthouse Square Toledo, IL 62468-0067",39.2736491,-88.2436522,,,,,,,,,,,,
Sun River Terrace Public Library District,"7219 East Chicago Street Sun River Terrace, IL 60964",41.12178979999999,-87.7364607,,,,,,,,,,,,
Sycamore Public Library,"103 East State Street Sycamore, IL 60178-1440",41.9887436,-88.6837274,,,,,,,,,,,,
Talcott Free Library District,"101 East Main Street Rockton, IL 61072-1925",42.4528324,-89.07220319999999,Talcott Free Library,"101 E Main St, Rockton, IL 61072",Yes,Yes,134.0,137.0,,,,,134.0,137.0
Taylorville Public Library,"121 West Vine Street Taylorville, IL 62568-1950",39.5505033,-89.2957787,,,,,,,,,,,,
Thomas Ford Memorial Library,"800 Chestnut Street Western Springs, IL 60558-1430",41.8127553,-87.899228,Thomas Ford Memorial Library,"800 Chestnut Street, Western Springs, IL 60558",Yes,Yes,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Channahon Location,"25207 W. Channon Dr. Channahon, IL 60410",41.43373,-88.2239421,Three Rivers Public Library District,"25207 W Channon Dr, Channahon IL 60410",Yes,Yes,84.0,10.0,83.0,10.0,88.0,15.0,85.0,11.666666666666666
Minooka Location,"109 North Wabena Street Minooka, IL 60447-0370",41.45629599999999,-88.2619923,,,,,,,,,,,,
Tilden Public Library,"381 Butler Street Tilden, IL 62292",38.2114959,-89.6802585,,,,,,,,,,,,
Tiskilwa Public Library,"119 East Main St. Tiskilwa, IL 61368",41.2925477,-89.5065856,Tiskilwa Public Library,"119 E Main St, Tiskilwa, IL 61368",Yes,Yes,300.0,30.0,274.0,28.0,295.0,29.0,289.6666666666667,29.0
Tolono Public Library District,"111 Main Street Tolono, IL 61880-0759",39.9852707,-88.2603766,,,,,,,,,,,,
Toluca Public Library District,"102 North Main Street Toluca, IL 61369-9430",41.0020233,-89.1336223,Toluca Public Library District,"102 North Main Street, Toluca, IL 61369",Yes,Yes,27.0,3.0,31.0,4.0,30.0,4.0,29.333333333333332,3.6666666666666665
Toulon Public Library District,"617 East Jefferson Street Toulon, IL 61483-8099",41.0933982,-89.85437739999999,,,,,,,,,,,,
Towanda District Library,"301 South Taylor Street Towanda, IL 61776-7582",40.562911,-88.8951299,,,,,,,,,,,,
Town and Country Public Library District,"320 East North Street Elburn, IL 60119-9005",41.89260890000001,-88.4685834,Town and Country Public Library,"320 E. North St. Elburn, IL, 60119",Yes,Yes,185.0,192.0,178.0,185.0,137.0,120.0,166.66666666666666,165.66666666666666
Tremont District Library,"215 South Sampson Street Tremont, IL 61568-0123",40.5256084,-89.4915122,,,,,,,,,,,,
Trenton Public Library,"118 East Indiana Street Trenton, IL 62293-1628",38.6029269,-89.6804822,,,,,,,,,,,,
Tri-City Public Library District,"600 South Main Street Buffalo, IL 62515-0211",39.8471112,-89.4055193,,,,,,,,,,,,
Tri-Township Public Library District,"209 South Main Street Troy, IL 62294-1429",38.7274747,-89.8841672,Tri-Township Public Library District,209 S. Main St. Troy IL 62294,Yes,Yes,43.0,17.0,,,,,43.0,17.0
Tuscola Public Library,"112 East Sale Street Tuscola, IL 61953-1436",39.80008979999999,-88.2869037,,,,,,,,,,,,
University Park Public Library District,"1100 Blackhawk Drive University Park, IL 60484-3302",41.4299244,-87.680996,,,,,,,,,,,,
Urbana Free Library,"210 West Green Street Urbana, IL 61801-3283",40.1112955,-88.2094924,The Urbana Free Library,210 W Green St,,Yes,320.0,225.0,145.0,20.0,320.0,157.0,261.6666666666667,134.0
Utica Public Library District,"224 Mill Street Utica, IL 61373-0367",41.3418639,-89.00923170000002,,,,,,,,,,,,
Valley District Library,"515 Carter Street Fairview, IL 61432",40.6331212,-90.1641844,,,,,,,,,,,,
Valmeyer Public Library District,"300 South Cedar Bluff Drive Valmeyer, IL 62295",38.3105622,-90.2782184,Valmeyer Public Library District,300 South Cedar Bluff Drive,Yes,Yes,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Vance Township Library,"107 South Main Street Fairmount, IL 61841-0230",40.045894,-87.83035699999999,,,,,,,,,,,,
Venice Public Library,"325 Broadway Avenue Venice, IL 62090-0159",38.6722227,-90.1706943,,,,,,,,,,,,
Vermont Public Library,"101 North Main Street Vermont, IL 61484-0199",40.2946841,-90.426793,,,,,,,,,,,,
Vernon Area Public Library District,"300 Olde Half Day Road Lincolnshire, IL 60069-2927",42.1987907,-87.9366972,Vernon Area Public Library District,300 Olde Half Day Road,Yes,Yes,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Vespasian Warner Public Library District,"310 North Quincy Street Clinton, IL 61727-1300",40.1549505,-88.9615087,Vespasian Warner Public Library District,"310 N. Quincy St.,  Clinton, IL 61727",Yes,Yes,126.0,19.0,119.0,17.0,127.0,19.0,124.0,18.333333333333332
Victoria Public Library District,"227 East Main Street Victoria, IL 61485-0216",41.0339864,-90.0965274,,,,,,,,,,,,
Vienna Carnegie Public Library,"401 Poplar Street Vienna, IL 62995-0616",37.4138586,-88.89619750000001,,,,,,,,,,,,
Villa Park Public Library,"305 South Ardmore Avenue Villa Park, IL 60181-2698",41.8847824,-87.9785828,,,,,,,,,,,,
Village of Avon Public Library,"105 South Main Street Avon, IL 61415",40.661258,-90.4353605,,,,,,,,,,,,
Viola Public Library District,"1701 17th Street Viola, IL 61486-0479",41.2027119,-90.5824619,,,,,,,,,,,,
Virginia Memorial Public Library,"100 North Main Street Virginia, IL 62691-1364",39.9507407,-90.2093915,,,,,,,,,,,,
Walnut Public Library District,"101 Heaton St. Walnut, IL 61376",41.5565891,-89.5945134,,,,,,,,,,,,
Warren County Public Library District,"62 Public Square Monmouth, IL 61462-1756",40.9115978,-90.6488614,Warren County Public Library District,"62 Public Square, Monmouth, IL 61462",Yes,Yes,22.0,4.0,19.0,3.0,22.0,4.0,21.0,3.6666666666666665
Alexis Branch,"102 West Broadway Avenue Alexis, IL 61412-0059",41.0629681,-90.5566431,,,,,,,,,,,,
Kirkwood Branch,"134 South Kirk Kirkwood, IL 61447-0277",40.8670638,-90.7518513,,,,,,,,,,,,
Roseville Branch,"145 West Penn Avenue Roseville, IL 61473",40.7325807,-90.6650202,,,,,,,,,,,,
Warren Township Public Library,"210 Burnett Avenue Warren, IL 61087-0427",42.4963272,-89.9867139,,,,,,,,,,,,
Warren-Newport Public Library District,"224 North O'Plaine Road Gurnee, IL 60031-2606",42.3629094,-87.9153089,Warren-Newport Public Library District,224 North O'Plaine Road,Yes,Yes,79.0,89.0,70.0,55.0,72.0,80.0,73.66666666666667,74.66666666666667
Warrenville Public Library District,"28W751 Stafford Place Warrenville, IL 60555-3002",41.8231614,-88.18256459999999,,,,,,,,,,,,
Warsaw Public Library,"1025 Webster Street Warsaw, IL 62379-1454",40.3562273,-91.4298415,,,,,,,,,,,,
Washington District Library,"380 North Wilmor Road Washington, IL 61571-2690",40.7071846,-89.4231485,Washington District Library,"380 N Wilmor Rd, Washington",Yes,Yes,235.0,49.0,224.0,46.0,234.0,47.0,231.0,47.333333333333336
Sunnyland Branch,"16 Washington Plaza Washington, IL 61571-1944",40.6923088,-89.48178519999999,,,,,,,,,,,,
